brand,date,id_val,model,price,year,Wheels,Color,Body_Style,Horsepower,Hand_Drive,Engine_Cylinders,Version,Engine,Engine_Volume,Interior_Color,Mileage,Gearbox,Drive_train
Lexus,2018-12-10, ID: 1924347,RX 400h ,10200.0,2005,18,Grey,Universal,208.0,Left,6.0,"SPORT,Hibrid,AWD",Petrol,3.3,Grey,142000.0,Automatic,Wheel drive
Kia,2018-12-10, ID: 1924214,Sorento ,5600.0,2005,,cyan,Truck:,,Left,,3.5,Astragalus,,,225000.0,Automatic,
Opel,2018-12-10, ID: 1923876,Zafira ,3900.0,2001,15,Silver,Sedan,125.0,Left,4.0,1.8,Astragalus,1.8,,30.0,Mechanical,Front
Land Rover,2018-12-10, ID: 1923873,Range Rover Evoque ,23400.0,2012,,White,Coupe,,Left,,2.0,Petrol,,,86548.0,Automatic,
Mitsubishi,2018-12-10, ID: 1923842,Pajero Pinin (IO) ,4000.0,2003,,White,Truck:,,Left,,,Petrol,,,134000.0,Automatic,
Opel,2018-12-09, ID: 1923768,Astra ,3200.0,2002,,black,Sedan,,Left,,,Astragalus,,,173000.0,Mechanical,
Land Rover,2018-12-09, ID: 1923752,Range Rover ,35000.0,2012,,black,Truck:,,Left,,,Petrol,,,95000.0,Automatic,
Opel,2018-12-09, ID: 1923710,Frontera ,4700.0,2000,,black,Truck:,,Left,,,Astragalus,,,230000.0,Mechanical,
Mitsubishi,2018-12-09, ID: 1923660,Airtrek ,4300.0,2002,,Silver,Truck:,,Left,,2 prastoy mator-4WD-126 dziauj,Astragalus,,,1111.0,Automatic,
Opel,2018-12-09, ID: 1923604,Astra ,3200.0,2001,,Blue,Hatchback,,Left,,,Petrol,,,140000.0,Mechanical,
Mazda,2018-12-09, ID: 1923597,6 ,15000.0,2015,,White,Sedan,,Left,,2.5l skyaktiv,Petrol,,,30000.0,Automatic,
Mitsubishi,2018-12-09, ID: 1923521,Pajero ,6000.0,2005,,Silver,Universal,,Left,,2’4 mexanika,Petrol,,,50000.0,Mechanical,
Mitsubishi,2018-12-09, ID: 1923415,Airtrek ,4500.0,2003,17,White,Universal,,Switched from right to left,4.0,2.0 benzin prastoi mator,Petrol,2.0,black,165000.0,Automatic,
Kia,2018-12-09, ID: 1923368,Sorento ,8200.0,2006,,black,Truck:,,Left,,"EX 3,8",Astragalus,,,168000.0,Automatic,
Mitsubishi,2018-12-09, ID: 1923284,Chariot ,3000.0,2001,16,Golden,Minivan / Minibus,150.0,Right,4.0,2.4 GDI,Petrol,2.4,,130000.0,Automatic,Front
Kia,2018-12-09, ID: 1923279,Forte ,6400.0,2010,,Grey,Sedan,,Left,,,Petrol,,,129000.0,Automatic,
Opel,2018-12-09, ID: 1923255,Astra ,2800.0,2000,,Blue,Hatchback,,Left,,,Petrol,2.0,,204000.0,Mechanical,
Opel,2018-12-09, ID: 1923250,Astra ,2800.0,2000,,Blue,Hatchback,,Left,,,Petrol,2.0,,204000.0,Mechanical,
Opel,2018-12-09, ID: 1923248,Astra ,2800.0,2000,,Blue,Hatchback,,Left,,,Petrol,2.0,,204000.0,Mechanical,
Opel,2018-12-09, ID: 1923201,Zafira ,2990.0,2000,,Blue,Coupe,,Left,,Zafira 1.6,Astragalus,,,250000.0,Mechanical,
Opel,2018-12-09, ID: 1923199,Zafira ,3100.0,2000,,Blue,Coupe,,Left,,Zafira 1.6,Astragalus,,,250000.0,Mechanical,
Kia,2018-12-09, ID: 1923193,Sorento ,5300.0,2003,16,White,Truck:,194.0,Left,6.0,,Astragalus,3.5,Grey,140000.0,Automatic,Wheel drive
Opel,2018-12-09, ID: 1923180,Omega ,2650.0,2000,,Silver,Sedan,,Left,,,Astragalus,,,280000.0,Automatic,
Opel,2018-12-09, ID: 1923015,Zafira ,6300.0,2006,,black,Sedan,,Left,,Hexuk Gaz FULL Automat,Petrol,,,156000.0,Automatic,
Lexus,2018-12-09, ID: 1923008,GX 470 ,14000.0,2005,,White,Truck:,,Left,,,Petrol,4.7,black,100000.0,Automatic,Wheel drive
Kia,2018-12-09, ID: 1922892,Optima ,10400.0,2014,17,White,Sedan,192.0,Left,,,Petrol,2.4,,35000.0,Automatic,
Opel,2018-12-09, ID: 1922849,Vectra ,3900.0,2002,,Silver,Sedan,,Left,,Vectra c,Astragalus,,,324000.0,Automatic,
Opel,2018-12-09, ID: 1922847,Zafira ,4300.0,2005,,Silver,Universal,,Left,,1.6 zavackoy gazov,Petrol,,,177000.0,Mechanical,
Kia,2018-12-08, ID: 1922822,Optima ,6100.0,2011,,Grey,Sedan,,Left,,,Petrol,,,165000.0,Automatic,
Kia,2018-12-08, ID: 1922819,Optima ,7900.0,2012,,White,Sedan,,Left,,2.4 GDI,Petrol,,,127000.0,Automatic,
Lexus,2018-12-08, ID: 1922812,GX 470 ,16500.0,2006,,White,Truck:,,Left,,,Astragalus,,,130000.0,Automatic,
Kia,2018-12-08, ID: 1922800,Rio ,2700.0,2012,,White,Sedan,,Left,,,Astragalus,,,150000.0,Mechanical,
Mitsubishi,2018-12-08, ID: 1922753,Pajero ,6300.0,2003,,Silver,Truck:,,Left,,,Astragalus,,,273000.0,Automatic,
Mazda,2018-12-08, ID: 1922751,3 ,11500.0,2016,,White,Sedan,,Left,,,Petrol,2.0,black,67000.0,Automatic,
Land Rover,2018-12-08, ID: 1922719,Range Rover ,13500.0,2006,,black,Truck:,,Left,,VOGUE 4.4L,Astragalus,,,200000.0,Automatic,
Niva,2018-12-08, ID: 1922700,4x4 Urban ,7000.0,2014,,black,Universal,,Left,,21214,Petrol,,,59000.0,Mechanical,
Opel,2018-12-08, ID: 1922697,Corsa ,2600.0,2000,14,Silver,Hatchback,,Left,3.0,,Astragalus,1.0,Grey,143200.0,Mechanical,Front
Lexus,2018-12-08, ID: 1922638,GX 470 ,18000.0,2007,,White,Truck:,,Left,,,Petrol,,,130000.0,Automatic,
Opel,2018-12-08, ID: 1922607,Astra ,4200.0,2004,,Silver,Sedan,,Left,,,Petrol,,,131000.0,Mechanical,
Opel,2018-12-08, ID: 1922608,Astra ,4200.0,2004,,Silver,Sedan,,Left,,,Petrol,,,131000.0,Mechanical,
Niva,2018-12-08, ID: 1922569,2121 ,4400.0,2009,,White,Truck:,,Left,,,Astragalus,,,128000.0,Mechanical,
Opel,2018-12-08, ID: 1922556,Zafira ,3700.0,2004,,yellow,Minivan / Minibus,,Left,,1.6 CNG GORCARANAIN GAZ,Astragalus,,,235000.0,Mechanical,
Opel,2018-12-08, ID: 1922519,Astra ,3300.0,2003,,Grey,Hatchback,,Left,,Astra g,Petrol,,,222000.0,Mechanical,
Mitsubishi,2018-12-08, ID: 1922505,Grandis ,5.154639175257732,2009,,Silver,Minivan / Minibus,,Right,,2.4,Petrol,,,123000.0,Automatic,
Opel,2018-12-08, ID: 1922491,Vectra B ,2850.0,2001,15,Blue,Sedan,125.0,Left,16.0,Sport,Petrol,1.8,Grey,281000.0,Mechanical,Front
Mitsubishi,2018-12-08, ID: 1922448,Pajero Pinin (IO) ,4600.0,2004,,Silver,Truck:,,Left,,2 L,Petrol,,,70000.0,Automatic,
Opel,2018-12-08, ID: 1922416,Astra ,2600.0,2001,,Silver,Hatchback,125.0,Left,5.0,ecoteck 1.8z,Astragalus,1.8,,200000.0,Mechanical,Front
Mitsubishi,2018-12-08, ID: 1922354,Pajero ,9400.0,2008,,black,Truck:,,Left,,,Astragalus,,,165000.0,Automatic,
Kia,2018-12-08, ID: 1922298,Forte ,5900.0,2010,,Silver,Sedan,,Left,,,Petrol,,,37300.0,Automatic,
Land Rover,2018-12-08, ID: 1922263,Range Rover Sport ,44500.0,2014,,White,Truck:,,Left,,3.0L,Petrol,,,59000.0,Automatic,
Opel,2018-12-08, ID: 1921945,Astra ,2700.0,2001,,black,Universal,,Left,,1.6,Petrol,,,130000.0,Mechanical,
Opel,2018-12-08, ID: 1921928,Astra ,2900.0,2001,,Other color,Hatchback,,Left,,1.6,Petrol,,,161000.0,Mechanical,
Opel,2018-12-08, ID: 1921926,Zafira ,3500.0,2002,,White,Minivan / Minibus,,Left,,1.6,Astragalus,,,241000.0,Mechanical,
Lexus,2018-12-08, ID: 1921924,HS 250 ,14500.0,2010,18,Grey,Sedan,147.0,Left,4.0,2.4 hybrid,Hybrid:,2.4,Grey,103000.0,Variator:,Front
Opel,2018-12-08, ID: 1921923,Astra ,3000.0,2000,,Silver,Hatchback,,Left,,1.6 Avtomat,Petrol,,,152000.0,Automatic,
Opel,2018-12-08, ID: 1921902,Astra ,3700.0,2003,,Silver,Universal,,Left,,1.8 Bertone Tuning,Petrol,,,113000.0,Mechanical,
Mazda,2018-12-08, ID: 1921442,3 ,7000.0,2011,17,White,Sedan,105.0,Left,4.0,16,Petrol,1.6,black,131000.0,Automatic,Front
Kia,2018-12-07, ID: 1921379,Sorento ,7500.0,2007,,Grey,Truck:,,Left,,,Petrol,,,111111.0,Automatic,
Lexus,2018-12-07, ID: 1921360,LX 470 ,14000.0,2001,,Other color,Truck:,,Left,,,Petrol,,,325566.0,Mechanical,
Opel,2018-12-07, ID: 1921302,Astra ,3200.0,2002,15,black,Hatchback,101.0,Left,4.0,,Petrol,1.6,Grey,185000.0,Mechanical,Front
Mitsubishi,2018-12-07, ID: 1921292,Pajero Pinin (IO) ,3500.0,2001,,Silver,Truck:,,Left,,,Astragalus,,,200000.0,Automatic,
Opel,2018-12-07, ID: 1921258,Zafira ,3100.0,2000,,black,Minivan / Minibus,,Left,4.0,,Astragalus,1.6,Grey,220000.0,Mechanical,Front
Opel,2018-12-07, ID: 1921257,Zafira ,3100.0,2000,,black,Minivan / Minibus,,Left,4.0,,Astragalus,1.6,Grey,220000.0,Mechanical,Front
Lexus,2018-12-07, ID: 1921247,GX 470 ,14900.0,2004,,White,Universal,238.0,Left,,,Astragalus,4.7,Beige,167000.0,Automatic,
Opel,2018-12-07, ID: 1921158,Astra ,3000.0,2001,15,Silver,Hatchback,84.0,Left,4.0,1.6 prastoy INJEKTR,Astragalus,1.6,black,192000.0,Mechanical,Front
Lexus,2018-12-07, ID: 1921020,LX 570 ,43000.0,2010,20,black,Truck:,381.0,Left,,,Petrol,,Beige,71500.0,Automatic,Wheel drive
Kia,2018-12-07, ID: 1920895,Forte ,6400.0,2011,,White,Coupe,,Left,,KIA FORTE KOUP 2.0,Petrol,,,110000.0,Automatic,
Lexus,2018-12-07, ID: 1920809,GS F ,25000.0,2012,18,black,Sedan,209.0,Left,,GS f 250,Petrol,2.5,black,105000.0,Automatic,Rear
Lexus,2018-12-07, ID: 1920790,GX 470 ,11500.0,2002,,Silver,Sedan,,Left,,,Petrol,,,120000.0,Automatic,
Niva,2018-12-07, ID: 1920782,4x4 Urban ,7300.0,2015,16,White,Coupe,85.0,Left,4.0,URBAN POXANAKUM,Petrol,1.7,black,32000.0,Mechanical,Wheel drive
Lexus,2018-12-07, ID: 1920654,GX 470 ,11000.0,2003,,Silver,Truck:,,Left,,4.7,Petrol,,,100000.0,Automatic,
Lexus,2018-12-07, ID: 1920614,RX 330 ,11000.0,2005,,Silver,Universal,,Left,,,Petrol,,,95000.0,Automatic,
Lexus,2018-12-07, ID: 1920403,IS 250 ,14300.0,2011,,Cherry,Sedan,,Left,,F-Sport,Petrol,,,103000.0,Automatic,
Opel,2018-12-07, ID: 1920174,Combo ,4400.0,2005,,yellow,Minivan / Minibus,,Left,,1.6 CNG,Astragalus,,,190000.0,Mechanical,
Mazda,2018-12-07, ID: 1920159,6 ,7222.0,2012,18,black,Sedan,,Left,6.0,Grand Touring,Petrol,,black,130000.0,Automatic,Front
Mitsubishi,2018-12-07, ID: 1920118,Montero Sport ,5200.0,2002,16,black,Truck:,170.0,Left,6.0,,Astragalus,3.0,Beige,162000.0,Automatic,Rear
Lexus,2018-12-07, ID: 1919956,RX 300 ,6300.0,2002,,black,Truck:,,Left,,,Petrol,,,175000.0,Automatic,
Lexus,2018-12-07, ID: 1919938,GX 460 ,40500.0,2013,,White,Truck:,,Left,,GX 460,Petrol,,,62000.0,Automatic,
Lexus,2018-12-07, ID: 1919919,GX 470 ,16800.0,2007,,White,Truck:,,Left,,HEXUK GAZ 88 litr (жидкий газ),Petrol,,,103000.0,Automatic,
Opel,2018-12-07, ID: 1919833,Astra ,3000.0,2001,,Blue,Coupe,,Left,,Bertone,Astragalus,,,190000.0,Mechanical,
Lexus,2018-12-06, ID: 1919797,RX 350 ,12800.0,2007,,black,Truck:,268.0,Left,6.0,,Astragalus,3.5,black,98000.0,Automatic,Wheel drive
Niva,2018-12-06, ID: 1919752,2121 ,3300.0,2005,,White,Truck:,,Left,,,Astragalus,,,12012.0,Mechanical,
Niva,2018-12-06, ID: 1919751,2121 ,3300.0,2005,,White,Truck:,,Left,,,Astragalus,,,12012.0,Mechanical,
Opel,2018-12-06, ID: 1919748,Zafira ,3400.0,2003,,black,Minivan / Minibus,,Left,,,Petrol,1.8,Grey,184998.0,Mechanical,Front
Opel,2018-12-06, ID: 1919733,Antara ,2500.0,2000,,green,Hatchback,,Left,,,Petrol,,,197000.0,Mechanical,
Land Rover,2018-12-06, ID: 1919730,Range Rover Sport ,12000.0,2006,20,Silver,Truck:,306.0,Left,,,Petrol,4.4,Other color,200000.0,Automatic,Wheel drive
Opel,2018-12-06, ID: 1919704,Astra ,3300.0,2003,,green,Sedan,,Left,,,Petrol,,,150000.0,Mechanical,
Opel,2018-12-06, ID: 1919701,Astra ,3300.0,2003,,green,Sedan,,Left,,,Petrol,,,150000.0,Mechanical,
Lexus,2018-12-06, ID: 1919678,RX 330 ,11000.0,2004,,Grey,Truck:,,Left,,RX330,Astragalus,,,140000.0,Automatic,
Kia,2018-12-06, ID: 1919675,Optima ,10000.0,2013,,black,Sedan,,Left,,2.4.l,Petrol,,,55000.0,Automatic,
Land Rover,2018-12-06, ID: 1919644,Range Rover ,18000.0,2008,20,black,Truck:,395.0,Left,8.0,4.2,Astragalus,4.2,black,190000.0,Automatic,Wheel drive
Lexus,2018-12-06, ID: 1919561,LX 570 ,52900.0,2013,,Other color,Truck:,,Left,8.0,,Petrol,5.7,,135000.0,Automatic,Wheel drive
Lexus,2018-12-06, ID: 1919464,RX 350 ,9500.0,2006,,White,Truck:,,Left,6.0,"ՇՏԱՊ,4x4,Նոր է բերված Ամերիկա",Petrol,3.5,,140000.0,Automatic,Wheel drive
Mitsubishi,2018-12-06, ID: 1919276,Outlander ,4600.0,2003,,Silver,Universal,139.0,Left,,,Petrol,2.4,black,73000.0,Automatic,
Mitsubishi,2018-12-06, ID: 1919246,Airtrek ,4600.0,2003,,Silver,Universal,,Left,,,Petrol,,black,72000.0,Automatic,
Lexus,2018-12-06, ID: 1918727,RX 350 ,11000.0,2008,,black,Truck:,,Left,6.0,"2008-2009թ.4x4,Նոր բերված Ամերիկ",Petrol,3.5,,128000.0,Automatic,Wheel drive
Kia,2018-12-06, ID: 1918681,Sorento ,9800.0,2010,,Silver,Truck:,,Left,,"2010-2011թ.ՇՏԱՊ,4x4,Նոր է բերված",Petrol,3.5,,150000.0,Automatic,Wheel drive
Mitsubishi,2018-12-06, ID: 1918554,Pajero Pinin (IO) ,3400.0,2002,,Silver,Truck:,,Left,,,Petrol,,,150000.0,Automatic,
Opel,2018-12-06, ID: 1918466,Zafira ,3800.0,2002,15,Silver,Universal,125.0,Left,4.0,,Petrol,1.8,Grey,140000.0,Mechanical,Front
Lexus,2018-12-06, ID: 1918461,RX 350 ,35800.0,2016,,black,Truck:,,Left,,,Electricity,,,32000.0,Automatic,
Mitsubishi,2018-12-06, ID: 1918382,Colt ,3200.0,2007,14,cyan,Hatchback,109.0,Right,,,Petrol,1.5,,98000.0,Variator:,Front
Kia,2018-12-06, ID: 1918379,Sorento ,6000.0,2007,16,Grey,Truck:,242.0,Left,6.0,"3.3 mator, cepov, gaz 2-balon, b",Petrol,3.3,Grey,150000.0,Automatic,Wheel drive
Opel,2018-12-06, ID: 1918374,Zafira ,3400.0,2001,15,Silver,Universal,125.0,Left,4.0,IRAKAN VAZQ,Petrol,1.8,black,240000.0,Mechanical,Front
Mazda,2018-12-06, ID: 1918331,6 ,5400.0,2006,,Other color,Sedan,,Left,,,Astragalus,,,105000.0,Automatic,
Kia,2018-12-06, ID: 1918319,Forte Coupe ,7399.0,2011,16,Silver,Coupe,,Left,2.0,2.0,Petrol,0.2,black,89000.0,Automatic,Front
Mitsubishi,2018-12-05, ID: 1918268,Montero Sport ,6300.0,2001,,Silver,Truck:,,Left,,"ՇՏԱՊ,4x4,Նոր է բերված",Petrol,3.0,,143000.0,Automatic,Wheel drive
Opel,2018-12-05, ID: 1918261,Astra ,4000.0,2007,,Silver,Hatchback,,Left,,,Petrol,,,100000.0,Automatic,
Opel,2018-12-05, ID: 1918260,Astra ,4000.0,2007,,Silver,Hatchback,,Left,,,Petrol,,,100000.0,Automatic,
Opel,2018-12-05, ID: 1918259,Astra ,4000.0,2007,,Silver,Hatchback,,Left,,,Petrol,,,100000.0,Automatic,
Kia,2018-12-05, ID: 1918237,Sorento ,10500.0,2011,,Blue,Truck:,175.0,Left,6.0,2.4,Petrol,2.4,black,107000.0,Automatic,Wheel drive
Mazda,2018-12-05, ID: 1918200,3 ,9700.0,2014,,Chestnut,Hatchback,,Left,,,Petrol,,,37000.0,Automatic,
Mitsubishi,2018-12-05, ID: 1918176,Airtrek ,3.9587628865979383,2002,,White,Sedan,,Right,,,Astragalus,,,170000.0,Automatic,
Opel,2018-12-05, ID: 1918155,Zafira ,3500.0,2002,,Silver,Universal,,Left,,,Petrol,,,196000.0,Mechanical,
Kia,2018-12-05, ID: 1918154,Sorento ,5800.0,2006,,Grey,Truck:,,Left,,3.8 4x4,Petrol,,,95000.0,Automatic,
Opel,2018-12-05, ID: 1918152,Zafira ,3300.0,2001,15,Silver,Universal,125.0,Left,4.0,,Petrol,1.8,black,166000.0,Mechanical,Front
Opel,2018-12-05, ID: 1918148,Zafira ,3300.0,2001,15,Silver,Universal,125.0,Left,4.0,,Petrol,1.8,black,166000.0,Mechanical,Rear
Lexus,2018-12-05, ID: 1918139,GX 470 ,17500.0,2009,,White,Truck:,,Left,,,Petrol,,,130000.0,Automatic,
Niva,2018-12-05, ID: 1918103,2121 ,3800.0,2008,,White,Sedan,,Left,,,Astragalus,,,170000.0,Mechanical,
Opel,2018-12-05, ID: 1918075,Astra ,4300.0,2000,16,Other color,Sedan,116.0,Left,4.0,"SEDAN, 1.8 ECOTEC",Astragalus,1.8,black,157000.0,Automatic,Front
Kia,2018-12-05, ID: 1918063,Sorento ,6500.0,2008,,Other color,Truck:,,Left,,,Petrol,,,140000.0,Automatic,
Mitsubishi,2018-12-05, ID: 1918006,Airtrek ,3400.0,2001,,White,Universal,,Right,,,Astragalus,2.0,Grey,210000.0,Automatic,
Opel,2018-12-05, ID: 1917974,Zafira ,4300.0,2005,,Silver,Universal,,Left,,1.6 zavackoy gaz,Astragalus,,,177000.0,Mechanical,
Opel,2018-12-05, ID: 1917955,Zafira ,3500.0,2002,,Blue,Minivan / Minibus,,Left,,,Astragalus,,,200000.0,Mechanical,
Kia,2018-12-05, ID: 1917895,Forte ,5700.0,2010,,Other color,Sedan,,Left,,,Petrol,,,10.0,Automatic,
Mazda,2018-12-05, ID: 1917831,6 ,10800.0,2014,17,Blue,Sedan,192.0,Left,,,Petrol,2.5,black,77000.0,Automatic,Front
Lexus,2018-12-05, ID: 1917679,GX 470 ,14000.0,2003,,black,Truck:,,Left,,Lexus GX470,Astragalus,,,110000.0,Automatic,
Land Rover,2018-12-05, ID: 1917623,Range Rover Sport ,49000.0,2013,,White,Truck:,,Left,,supercharched 5.0,Petrol,,,48000.0,Automatic,
Land Rover,2018-12-05, ID: 1917527,Range Rover ,26000.0,2012,,black,Truck:,,Left,,,Petrol,,,92000.0,Automatic,
Kia,2018-12-05, ID: 1917483,Forte Coupe ,5800.0,2009,16,Silver,Coupe,150.0,Left,4.0,Kia cerrato coupe 2.0,Petrol,2.0,black,80000.0,Automatic,Front
Lexus,2018-12-05, ID: 1917153,GX 470 ,14300.0,2005,17,black,Universal,270.0,Left,8.0,Restyling VVT-I mator,Astragalus,4.7,Beige,98000.0,Automatic,Wheel drive
Opel,2018-12-05, ID: 1917000,Combo ,4600.0,2007,,Cherry,Furgon:,,Left,,1.6 cng,Astragalus,,,144000.0,Mechanical,
Mazda,2018-12-05, ID: 1916920,3 ,12900.0,2014,,black,Sedan,,Left,,,Petrol,,,110000.0,Automatic,
Lexus,2018-12-05, ID: 1916884,GS 450h ,11700.0,2008,,White,Sedan,,Left,,,Hybrid:,,,75000.0,Automatic,
Kia,2018-12-05, ID: 1916864,Sorento ,7400.0,2008,,black,Truck:,,Left,,3.3լ,Petrol,,,188000.0,Automatic,
Niva,2018-12-05, ID: 1916777,4x4 Urban ,7000.0,2013,,green,Truck:,,Left,,1.7i,Petrol,,,90000.0,Mechanical,
Mitsubishi,2018-12-05, ID: 1916767,Outlander ,4600.0,2003,16,Silver,Universal,139.0,Left,,,Petrol,2.4,black,73000.0,Automatic,Front
Mitsubishi,2018-12-05, ID: 1916763,Pajero Pinin (IO) ,4600.0,2004,16,Silver,Universal,,Left,5.0,,Petrol,2.0,Beige,75000.0,Automatic,Wheel drive
Mitsubishi,2018-12-05, ID: 1916758,Pajero Pinin (IO) ,5100.0,2007,16,black,Universal,,Left,,,Petrol,1.8,Beige,67000.0,Automatic,Wheel drive
Mitsubishi,2018-12-05, ID: 1916745,Airtrek ,4600.0,2003,16,Silver,Universal,139.0,Left,5.0,,Petrol,2.4,black,74000.0,Automatic,Front
Opel,2018-12-05, ID: 1916671,Zafira ,3500.0,2002,,Silver,Universal,,Left,,1.8 z,Petrol,,,150000.0,Mechanical,
Kia,2018-12-05, ID: 1916669,Rio ,6500.0,2012,,White,Sedan,,Left,,1.4 mexanika,Petrol,,,100000.0,Mechanical,
Kia,2018-12-05, ID: 1916667,Optima ,8500.0,2012,,black,Sedan,,Left,,200,Petrol,,,100000.0,Automatic,
Mazda,2018-12-05, ID: 1916634,6 ,7222.0,2012,18,black,Sedan,,Left,,Mazda 6 s Grand Touring,Petrol,,black,135000.0,Automatic,Front
Niva,2018-12-04, ID: 1916614,2121 ,5500.0,2013,,White,Coupe,,Left,,,Astragalus,,,96700.0,Mechanical,
Mitsubishi,2018-12-04, ID: 1916606,Montero ,4700.0,2000,,White,Truck:,,Left,,35,Astragalus,,,180000.0,Automatic,
Lexus,2018-12-04, ID: 1916564,IS 250 ,12900.0,2012,18,black,Sedan,204.0,Left,,Shat shtap F Sport restayling 20,Petrol,2.5,black,75000.0,Automatic,Rear
Opel,2018-12-04, ID: 1916547,Zafira ,3700.0,2003,,Silver,Sedan,,Left,,1.8 Z,Petrol,,,178997.0,Mechanical,
Kia,2018-12-04, ID: 1916543,Forte Coupe ,5500.0,2012,,red,Coupe,,Left,,,Petrol,,,61000.0,Automatic,
Opel,2018-12-04, ID: 1916528,Signum ,4300.0,2004,17,black,Hatchback,155.0,Left,4.0,2.2 Direct,Petrol,2.2,black,180000.0,Mechanical,Front
Kia,2018-12-04, ID: 1916524,Forte ,6800.0,2012,,White,Sedan,,Left,,,Astragalus,,,87000.0,Automatic,
Opel,2018-12-04, ID: 1916424,Astra ,3200.0,2000,,Silver,Universal,,Left,,1.6 eco tec,Astragalus,,,193000.0,Mechanical,
Lexus,2018-12-04, ID: 1916342,RX 330 ,10000.0,2003,,black,Truck:,,Left,,,Astragalus,,,190000.0,Automatic,
Opel,2018-12-04, ID: 1916319,Zafira ,3250.0,2000,,Silver,Universal,,Left,,1.6,Astragalus,,,194000.0,Mechanical,
Mitsubishi,2018-12-04, ID: 1916248,Pajero ,3800.0,2000,,Silver,Truck:,,Right,,3.5 GDI,Astragalus,,,160000.0,Automatic,
Kia,2018-12-04, ID: 1916241,Rio ,6550.0,2013,,Chestnut,Sedan,,Left,,,Petrol,1.6,,63000.0,Automatic,
Mitsubishi,2018-12-04, ID: 1916193,Chariot ,2600.0,2001,16,White,Minivan / Minibus,175.0,Right,4.0,Gdi,Astragalus,2.4,Grey,10.0,Automatic,Front
Opel,2018-12-04, ID: 1916186,Astra ,3300.0,2003,,Blue,Universal,,Left,,Njoy,Astragalus,,,136000.0,Mechanical,
Kia,2018-12-04, ID: 1916171,Optima ,14300.0,2015,,White,Sedan,,Left,,,Petrol,,,83000.0,Automatic,
Lexus,2018-12-04, ID: 1916169,GX 460 Premium ,32500.0,2010,,Silver,Truck:,,Left,,,Petrol,,,65000.0,Automatic,
Opel,2018-12-04, ID: 1916149,Zafira ,3000.0,2000,,Chestnut,Minivan / Minibus,,Left,,1.8,Petrol,,,255000.0,Mechanical,
Mitsubishi,2018-12-04, ID: 1916089,Airtrek ,3800.0,2002,,Silver,Sedan,,Right,,2.0,Astragalus,,,20000.0,Automatic,
Kia,2018-12-04, ID: 1916082,Forte ,5600.0,2010,,Aubergine,Sedan,,Left,,EX restyling,Petrol,,,87300.0,Automatic,
Lexus,2018-12-04, ID: 1915963,RX 300 ,5100.0,2002,,black,Truck:,,Left,,3.0L Սակարկելի,Astragalus,,,200000.0,Automatic,
Lexus,2018-12-04, ID: 1915580,GS 350 ,9900.0,2007,,Silver,Sedan,,Left,,,Petrol,,,120000.0,Automatic,
Kia,2018-12-04, ID: 1915484,Sorento ,6000.0,2004,16,Grey,Truck:,192.0,Left,6.0,,Astragalus,3.5,Grey,200000.0,Automatic,
Opel,2018-12-04, ID: 1915273,Astra ,3000.0,2000,,Silver,Hatchback,,Left,,"ՇՏԱՊ,Նոր է բերված",Petrol,1.6,,147000.0,Mechanical,
Kia,2018-12-04, ID: 1915192,Sorento ,6300.0,2005,16,Silver,Truck:,195.0,Left,6.0,"3,5 mator",Astragalus,3.5,Grey,180000.0,Automatic,Wheel drive
Niva,2018-12-04, ID: 1915191,2121 ,12400.0,2018,,White,Truck:,,Left,,LADA-NIVA4X4 BRONTO 212140,Petrol,,,1700.0,Mechanical,
Kia,2018-12-04, ID: 1915180,Cerato ,8500.0,2012,,red,Coupe,,Left,,,Petrol,,,55000.0,Automatic,
Lexus,2018-12-04, ID: 1915160,GX 470 ,13500.0,2004,,White,Truck:,,Left,,,Astragalus,,,130000.0,Automatic,
Mitsubishi,2018-12-04, ID: 1915151,Grandis ,4200.0,2006,,White,Minivan / Minibus,,Right,,,Astragalus,,,160000.0,Automatic,
Niva,2018-12-04, ID: 1915141,2121 ,7900.0,2017,,White,Universal,,Left,,,Petrol,,,15000.0,Mechanical,
Lexus,2018-12-03, ID: 1915123,RX 300 ,5500.0,2000,16,Other color,Truck:,,Left,,,Astragalus,3.0,Other color,190000.0,Automatic,Wheel drive
Niva,2018-12-03, ID: 1915121,4x4 Urban ,9000.0,2017,,black,Coupe,,Left,,,Astragalus,,,12000.0,Mechanical,
Kia,2018-12-03, ID: 1915105,Forte ,6000.0,2010,,black,Sedan,,Left,,,Petrol,,,80000.0,Automatic,
Lexus,2018-12-03, ID: 1915093,RX 300 ,5000.0,2000,,Blue,Truck:,,Left,,,Astragalus,,,170000.0,Automatic,
Kia,2018-12-03, ID: 1915085,Sorento ,7500.0,2007,,black,Universal,,Left,,,Petrol,,,158000.0,Automatic,
Lexus,2018-12-03, ID: 1915071,LX 570 ,97000.0,2018,,black,Truck:,,Left,,,Petrol,,,8500.0,Automatic,
Mazda,2018-12-03, ID: 1915057,6 ,7500.0,2009,,White,Sedan,149.0,Left,4.0,,Petrol,2.0,black,162000.0,Automatic,
Mazda,2018-12-03, ID: 1915056,6 ,7500.0,2009,,White,Sedan,149.0,Left,4.0,,Petrol,2.0,black,162000.0,Automatic,
Mitsubishi,2018-12-03, ID: 1915031,Pajero ,8200.0,2003,,black,Truck:,,Left,,3.5 GLS,Petrol,,,104000.0,Automatic,
